"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp"
"Otu00478",18.0178455582507,-3.62055143956587,0.658618625202425,-5.49718957378878,3.85891792129184e-08,6.3847551061374e-07,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0047","D3_IAVvsControl"
"Otu00483",85.8787623498335,0.515241677046636,0.181473048811775,2.83921871826294,0.0045224146992846,0.0216599861913104,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","2.2e-02","IAV","Otu0048","D3_IAVvsControl"
"Otu00529",33.0514792747246,-8.10982752430035,0.815374186047655,-9.94614210637564,2.6214945902625e-23,2.38556007713888e-21,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0052","D3_IAVvsControl"
"Otu00545",49.5553922219949,-3.14993071028283,0.389125896348914,-8.09488841487539,5.73168687164224e-16,2.60791752659722e-14,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","0.0e+00","Control","Otu0054","D3_IAVvsControl"
"Otu00564",33.5304729674485,0.576331792164543,0.227416107142167,2.53426109261581,0.0112684736484736,0.0436353660430256,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003","4.4e-02","IAV","Otu0056","D3_IAVvsControl"
"Otu00573",51.2155378792867,-2.49575562565957,0.244824660902211,-10.1940532316572,2.10788273788736e-24,3.83634658295499e-22,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","0.0e+00","Control","Otu0057","D3_IAVvsControl"
"Otu00596",43.3817270784023,0.746681434640225,0.209536448336262,3.56349189159663,0.000365954004112571,0.0033301814374244,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","3.0e-03","IAV","Otu0059","D3_IAVvsControl"
"Otu00618",18.9570951780686,-1.65375459095353,0.52352917738192,-3.15885849805674,0.00158388372670275,0.00994023580206552,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","1.0e-02","Control","Otu0061","D3_IAVvsControl"
"Otu00673",42.0123332183746,-2.28678020888328,0.526794925504611,-4.34093059399309,1.41880537928935e-05,0.000160057750426295,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","0.0e+00","Control","Otu0067","D3_IAVvsControl"
"Otu00702",30.789794238083,-1.90201917883583,0.607149083987738,-3.132705342061,0.00173203225813137,0.010168705515481,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella","1.0e-02","Control","Otu0070","D3_IAVvsControl"
"Otu00721",76.0542738380568,1.00964790562311,0.187774446557396,5.37691855379533,7.57714279911081e-08,1.14919999119847e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified","0.0e+00","IAV","Otu0072","D3_IAVvsControl"
"Otu00806",27.2946991882783,1.43083664649179,0.298930344536664,4.78652191937745,1.69696413556244e-06,2.0589831511491e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","0.0e+00","IAV","Otu0080","D3_IAVvsControl"
"Otu00833",27.6129651266449,0.656535930862975,0.201156173128768,3.26381199568109,0.00109924081043925,0.00769468567307476,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_ge","8.0e-03","IAV","Otu0083","D3_IAVvsControl"
"Otu00856",25.9201210498772,-1.36878385451945,0.377695167958162,-3.62404386034156,0.00029003238824944,0.00277820498217884,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","3.0e-03","Control","Otu0085","D3_IAVvsControl"
"Otu00865",19.9959095660624,-2.15489463937152,0.694832792728968,-3.10131395915862,0.00192663895593802,0.0109577590618975,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","1.1e-02","Control","Otu0086","D3_IAVvsControl"
"Otu00872",10.9776769805583,2.04595671656987,0.787921222300664,2.59665136394708,0.00941374187705963,0.037245674383149,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae_unclassified","3.7e-02","IAV","Otu0087","D3_IAVvsControl"
"Otu00946",20.3398822116996,-1.65516945686989,0.399861079704532,-4.13936124539287,3.48274169754956e-05,0.000352143882752233,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","0.0e+00","Control","Otu0094","D3_IAVvsControl"
"Otu00996",2.62144486892231,-2.24383475117139,0.793388023474207,-2.82816816586889,0.00468152073156976,0.0218470967473255,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","2.2e-02","Control","Otu0099","D3_IAVvsControl"
"Otu01002",16.0183642687388,-2.93869976561196,0.925906846448645,-3.17386114692149,0.00150425634023789,0.0097776662115463,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Parvimonas","1.0e-02","Control","Otu0100","D3_IAVvsControl"
"Otu01054",49.5162211354049,0.639275147622636,0.240421408878055,2.6589776285143,0.00783781672197057,0.0331740149627592,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","3.3e-02","IAV","Otu0105","D3_IAVvsControl"
"Otu01077",26.5612873750502,-7.81691543804838,0.801305119599312,-9.75522962084303,1.75203734267999e-22,1.06290265455919e-20,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0107","D3_IAVvsControl"
"Otu01204",11.1107716569142,3.33996675295152,0.570502298425908,5.85443172125148,4.78643798221503e-09,8.71131712763135e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","0.0e+00","IAV","Otu0120","D3_IAVvsControl"
"Otu01215",3.43295594353633,-2.56237091017324,0.814325108240476,-3.146619064356,0.0016516999755097,0.0100203131847588,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified","1.0e-02","Control","Otu0121","D3_IAVvsControl"
"Otu01243",20.4211639128456,-1.45821389013745,0.525924694651203,-2.77266670488738,0.0055599033500171,0.0252975602425778,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","2.5e-02","Control","Otu0124","D3_IAVvsControl"
"Otu01262",10.5364855250355,-1.39109544986745,0.509331169810649,-2.73121994553095,0.00631003444761405,0.028010396816238,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclassified","2.8e-02","Control","Otu0126","D3_IAVvsControl"
"Otu01294",4.1675390063822,-1.8487311444097,0.629574625162464,-2.9364765835863,0.00331963881824356,0.017128162803434,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","1.7e-02","Control","Otu0129","D3_IAVvsControl"
"Otu01434",4.70649445138736,-3.36428177075201,1.01971300732302,-3.29924375445991,0.00096945690837442,0.00705764629296578,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified","7.0e-03","Control","Otu0143","D3_IAVvsControl"
"Otu01452",1.38587926217569,3.33439886011264,0.980002878901015,3.40243782125606,0.000667875506808774,0.00516939907364155,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008","5.0e-03","IAV","Otu0145","D3_IAVvsControl"
"Otu01814",8.14164606449351,1.54354297360774,0.526779574628361,2.93014962604938,0.00338798824683309,0.017128162803434,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","1.7e-02","IAV","Otu0181","D3_IAVvsControl"
"Otu02255",1.73232355094507,2.90850630589654,0.965190468870215,3.01340139558261,0.00258336976981718,0.0142476757002038,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","1.4e-02","IAV","Otu0225","D3_IAVvsControl"
"Otu02354",20.0938191175111,4.57478815088632,0.670228254898321,6.82571663825237,8.74874666354211e-12,2.65378648794111e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","0.0e+00","IAV","Otu0235","D3_IAVvsControl"
"Otu02398",5.68553651029224,-2.39004855419096,0.673543562311946,-3.548469153186,0.000387477380864801,0.00335813730082828,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","3.0e-03","Control","Otu0239","D3_IAVvsControl"
"Otu02991",4.62649530522924,-2.34109750450901,0.871074310551649,-2.68759791920209,0.00719679979903792,0.0311861324624977,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","3.1e-02","Control","Otu0299","D3_IAVvsControl"
"Otu03141",2.60993539247548,1.88756058399865,0.71461247220427,2.64137649064023,0.00825699067860356,0.0341539159887693,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea","3.4e-02","IAV","Otu0314","D3_IAVvsControl"
"Otu03963",2.33672725601871,-2.74037672692049,1.04942953615151,-2.61130131420738,0.00901983829163202,0.0364802348683784,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","3.6e-02","Control","Otu0396","D3_IAVvsControl"
"Otu00023",6594.93735134469,1.28531714686557,0.355711681760265,3.61336782785735,0.000302245457723356,0.00186384698929403,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","2.0e-03","IAV","Otu0002","D7_IAVvsControl"
"Otu00041",3637.0436163733,1.9905906608787,0.372549872347063,5.34315217540671,9.13440158614255e-08,1.931273478213e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","0.0e+00","IAV","Otu0004","D7_IAVvsControl"
"Otu00061",1719.23475046143,1.8197836405408,0.582474240328133,3.12423024838941,0.00178270897429207,0.00879469760650754,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseriaceae_unclassified","9.0e-03","IAV","Otu0006","D7_IAVvsControl"
"Otu00096",151.066351876845,-0.614179627751352,0.227989781401272,-2.69389103308262,0.00706232493378462,0.029034002505559,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","2.9e-02","Control","Otu0009","D7_IAVvsControl"
"Otu00125",35.3350471377823,0.617381259426697,0.246985685182616,2.49966413628474,0.0124311098361417,0.0422655969151482,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","4.2e-02","IAV","Otu0012","D7_IAVvsControl"
"Otu00154",53.094243708885,-0.787495985030647,0.315521715704581,-2.49585352080162,0.0125654477315305,0.0422655969151482,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","4.2e-02","Control","Otu0015","D7_IAVvsControl"
"Otu00166",90.0108279763544,-1.0349306340026,0.240842121338987,-4.29713302743222,1.73021369419933e-05,0.000232792387946819,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","0.0e+00","Control","Otu0016","D7_IAVvsControl"
"Otu00233",65.1601430823686,-0.756978219684258,0.233235461791033,-3.24555371585163,0.00117222447107596,0.00642552673034229,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","6.0e-03","Control","Otu0023","D7_IAVvsControl"
"Otu00288",107.399557554517,-1.96463738998731,0.487652916176786,-4.02876169672096,5.60714201185453e-05,0.000436766851449721,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","Control","Otu0028","D7_IAVvsControl"
"Otu00296",30.0250032717346,-1.78478457116366,0.408232649933411,-4.37197899642467,1.23125372755786e-05,0.000182225551678563,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","0.0e+00","Control","Otu0029","D7_IAVvsControl"
"Otu00307",9.12227157237114,-1.66466624837915,0.623760245687198,-2.66875976769758,0.00761318816000833,0.029651364412664,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","3.0e-02","Control","Otu0030","D7_IAVvsControl"
"Otu00313",20.7338563884258,-1.30797161030305,0.322958216392653,-4.04997161834958,5.12238451426368e-05,0.000436766851449721,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","0.0e+00","Control","Otu0031","D7_IAVvsControl"
"Otu00329",23.1921799851997,-0.687333295210608,0.237092724821843,-2.89900626738795,0.00374347411302584,0.0167889142038735,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","1.7e-02","Control","Otu0032","D7_IAVvsControl"
"Otu00356",13.9538392878152,-1.64605501670677,0.514614893322509,-3.19861519374097,0.00138089352607813,0.00729900863784156,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","7.0e-03","Control","Otu0035","D7_IAVvsControl"
